fund_code,fund_name,date,unit_nav,accumulated_nav,daily_growth_rate,return_1w,return_1m,return_3m,return_6m,return_1y,return_2y,return_3y,return_ytd,return_since_inception,fee_rate
009068,国泰中证新能源汽车ETF联接C,2025-09-30,2.3159,2.3159,2.87,9.37,25.48,47.23,45.94,52.81,46.07,9.2,55.29,131.59,0.00%
011805,嘉实优质核心两年持有混合A,2025-09-30,0.8601,0.8601,0.83,3.8,14.22,55.96,59.16,52.77,55.14,18.65,60.17,-13.99,1.50%
160225,国泰国证新能源汽车指数A,2025-09-30,2.0747,2.0747,2.5,8.14,22.24,44.7,43.32,52.72,54.75,18.61,54.38,105.39,1.20%
019505,国泰海通中证1000优选股票发起A,2025-09-30,1.6028,1.6028,1.08,2.33,1.74,22.32,30.89,52.71,,,40.13,60.28,1.50%
021526,南华丰汇混合C,2025-09-30,1.859,1.859,0.92,3.54,3.16,19.64,36.51,52.69,,,45.04,60.22,0.00%
007067,浦银安盛先进制造混合C,2025-09-30,1.8053,1.8053,1.31,2.16,13.79,36.93,33.21,52.68,55.71,61.81,39.02,80.53,0.00%
011137,广发盛兴混合C,2025-09-30,1.1698,1.1698,1.99,2.09,9.35,42.14,41.33,52.68,53.92,49.71,49.59,16.98,0.00%
018013,长信中证1000指数增强A,2025-09-30,1.4556,1.4556,1.24,3.31,2.83,23.92,31.43,52.67,52.43,,43.14,45.56,1.20%
001426,南方大数据300C,2025-09-30,1.7989,1.7989,1.3,3.41,2.86,19.01,28.75,52.66,42.1,44.51,40.54,79.89,0.00%
004237,中欧新蓝筹混合C,2025-09-30,2.7004,3.1862,-0.25,1.27,8.2,52.91,58.68,52.64,61.43,44.69,63.73,177.06,0.00%
007501,万家科创主题灵活配置混合(LOF)C,2025-09-30,2.4973,2.4973,0.82,1.24,4.3,39.26,38.96,52.64,60.89,32.33,45.3,23.73,0.00%
015357,摩根慧享成长混合A,2025-09-30,1.425,1.425,0.61,4.22,13.67,50.73,45.57,52.63,58.97,45.39,56.73,42.5,1.50%
020291,华夏科创100ETF联接A,2025-09-30,1.682,1.682,2.62,5.36,7.9,37.95,41.57,52.63,,,56.03,68.2,1.00%
001959,华商乐享互联灵活配置混合A,2025-09-30,2.46,2.733,1.36,2.67,4.15,23.12,28.8,52.61,33.67,48.92,39.53,185.93,1.50%
017645,博道中证1000指数增强C,2025-09-30,1.5171,1.5171,0.9,2.03,2.22,20.62,31.03,52.61,50.49,,41.41,51.71,0.00%
260111,景顺长城公司治理混合,2025-09-30,1.839,3.727,1.32,5.63,5.27,24.26,23.76,52.6,50.07,63.72,45.13,576.07,1.50%
009651,海富通成长甄选混合A,2025-09-30,1.3931,1.3931,-0.17,2.83,12.31,44.96,53.56,52.6,14.49,-12.49,57.57,39.31,1.50%
008843,同泰远见混合C,2025-09-30,0.7889,0.7889,-0.83,-1.35,-2.6,2.32,19.58,52.59,41.15,16.61,52.83,-21.11,0.00%
008532,惠升惠民混合C,2025-09-30,1.2284,1.3938,1.56,4.19,10.15,28.8,32.09,52.58,45.39,35.61,44.74,42.07,0.00%
007183,万家沪港深蓝筹混合C,2025-09-30,0.9179,0.9179,1.92,4.89,8.26,29.5,40.39,52.58,46.91,35.24,61.23,-8.21,0.00%
018244,嘉实产业精选混合A,2025-09-30,1.6323,1.6323,-0.72,-0.41,10.79,52.04,54.4,52.58,,,56.95,63.23,1.50%
012127,宏利新能源股票C,2025-09-30,1.3147,1.3147,3.23,11.16,27.6,45.72,40.52,52.57,35.76,-3.88,54.09,31.47,0.00%
011925,嘉实港股互联网产业核心资产C,2025-09-30,0.9837,0.9837,2.23,4.11,11.7,22.58,31.04,52.56,64.75,74.04,60.79,-1.63,0.00%
017723,银华心质混合A,2025-09-30,1.3512,1.3512,2.11,3.57,16.27,54.69,54.3,52.56,46.93,,59.15,35.12,1.50%
017245,南方前瞻动力混合C,2025-09-30,1.3731,1.3731,-0.06,1.63,14.11,44.05,48.81,52.55,56.26,,55.68,37.31,0.00%
021074,华夏中证沪深港黄金产业股票ETF发起式联接A,2025-09-30,1.5017,1.5017,1.91,5.04,18.28,31.24,46.82,52.55,,,79.5,50.17,1.20%
022084,华安中证有色金属矿业主题指数发起式C,2025-09-30,1.6272,1.6272,3.29,10.96,14.05,46.91,55.28,52.53,,,71.28,62.72,0.00%
580008,东吴新产业精选股票A,2025-09-30,4.3354,4.3354,1.19,2.6,7.56,38.79,48.76,52.51,76.39,44.49,60.16,333.54,1.50%
003145,国联竞争优势,2025-09-30,2.4787,2.4787,0.82,2.02,0.68,31,47.02,52.51,45.55,37.31,46.12,147.87,1.50%
011301,易方达智造优势混合C,2025-09-30,1.4807,1.4807,0.3,2.9,14.38,63.79,60.68,52.51,78.01,53.57,61.37,48.07,0.00%
019876,广发均衡成长混合A,2025-09-30,1.5799,1.5799,1.56,3.24,5.53,21.75,33.18,52.51,,,55.67,57.99,1.50%
017140,华宝中证有色金属ETF发起式联接A,2025-09-30,1.445,1.445,3.3,10.28,11.83,40.28,45.96,42.53,57.58,,59.92,44.5,1.00%
018063,华泰紫金中证1000指数增强发起C,2025-09-30,1.3568,1.3568,1.19,3.02,2.04,22.15,25.55,42.51,39.3,,35,35.68,0.00%
018155,创金合信全球医药生物股票发起(QDII)A,2025-09-29,1.4057,1.4057,1.3,5.18,10.03,30.59,45.58,42.51,,,54.34,40.57,1.50%
007578,宝盈新锐混合C,2025-09-30,2.803,2.803,-0.07,0.54,-1.48,8.94,20.09,42.5,25.36,-6.38,30.37,70.5,0.00%
000963,兴业多策略混合,2025-09-30,2.472,2.472,2.36,4.08,14.02,42.81,44.48,42.48,64.69,29.97,36.35,147.2,1.50%
002611,博时黄金ETF联接C,2025-09-30,2.7644,2.7644,1.02,2.41,11.21,13.43,18.02,42.47,85.41,110.12,38.5,176.44,0.00%
014829,诺德新能源汽车混合A,2025-09-30,1.4281,1.4281,1.0,3.53,9.51,25.06,26.56,42.47,63.51,63.16,47.59,42.81,1.50%
016333,长城产业臻选混合C,2025-09-30,1.2399,1.2399,1.51,2.35,9.23,34.55,32.47,42.47,40.79,,46.39,23.99,0.00%
002051,诺安创新驱动混合C,2025-09-30,1.379,1.494,1.77,7.07,9.01,29.48,26.98,42.46,54.94,72.16,32.34,52.67,1.50%
016523,华安科技创新混合C,2025-09-30,1.5165,1.5165,2.47,3.98,6.98,32.36,36.31,42.45,42.57,,35.74,12.98,0.00%
020106,兴业成长动力混合C,2025-09-30,1.9442,1.9442,0.44,2.8,5.63,28.98,33.65,42.45,,,43.24,48.29,0.00%
011709,中欧嘉益一年持有期混合C,2025-09-30,1.291,1.291,0.91,4.23,9.41,34.07,39.95,42.42,43.41,43.06,49.68,29.1,0.00%
018293,华夏国证2000指数增强发起式C,2025-09-30,1.3123,1.3123,0.34,1.39,1.74,17.66,28.71,42.42,34.15,,37.86,31.23,0.00%
015496,景顺长城中证1000指数增强C,2025-09-30,1.3979,1.3979,1.08,2.81,3.47,21.77,26.74,42.41,41.19,45.83,33.6,39.79,0.00%
002939,广发创新升级混合,2025-09-30,2.5061,2.5511,0.76,1.45,5.67,33.72,32.55,42.4,32.39,-14.16,38.78,161.43,1.50%
398011,中海分红增利混合,2025-09-30,0.8245,2.5725,-0.47,-1.23,4.66,40.1,24.23,42.38,32.47,2.28,24.91,299.21,1.50%
005802,汇添富智能制造股票A,2025-09-30,1.7678,1.7678,1.81,6.23,19,43.46,40.64,42.38,51.9,7.18,49.93,76.78,1.50%
009354,浙商科创一个月滚动持有混合C,2025-09-30,1.4585,1.5266,1.12,3.79,6.23,27.96,29.74,42.35,52.31,47.7,43.12,52.93,0.00%
003070,光大创业板量化优选C,2025-09-30,1.7345,1.7345,-0.07,2.77,6.8,39.95,42.86,42.35,54.95,31.89,42.68,73.45,0.00%
501200,民生加银科技创新混合(LOF),2025-09-30,0.9527,0.9527,-0.04,-1.38,14.3,36.41,26.4,42.34,29.62,17.95,37.81,-4.73,1.50%
015657,富荣研究优选混合A,2025-09-30,1.4602,1.4602,1.38,5.83,8.66,30.98,51.27,42.33,45.98,,52.74,46.02,1.50%
630008,华商策略精选混合,2025-09-30,2.344,2.874,1.17,5.59,8.87,33.03,36.04,42.32,29.43,35.73,45.5,272.72,1.50%
009478,中银上海金ETF联接C,2025-09-30,1.9507,1.9507,1.09,2.45,10.99,13.37,18.51,42.32,80.69,103.6,38.01,95.07,0.00%
020870,华夏创业板指数发起式A,2025-09-30,1.6929,1.6929,0.1,4.13,11.76,47.83,52.46,42.32,,,49.93,69.29,1.00%
164818,工银传媒指数A,2025-09-30,1.3145,0.3783,0.63,2.34,5.46,22.15,28.26,42.32,38.57,103.96,35.68,-61.85,1.00%
008375,中欧启航三年混合A,2025-09-30,1.6053,1.6053,1.3,5.05,8.86,21.04,25.46,42.31,58.36,33.23,43,60.53,1.50%
501312,华宝海外科技股票(QDII-LOF)A,2025-09-29,1.9912,1.9912,1.14,-0.49,9.32,12.88,38.47,42.31,85.33,,23.55,99.12,1.20%
020419,鹏华科技驱动混合发起式A,2025-09-30,1.4725,1.4725,0.58,1.54,8.86,20.5,18.07,42.31,,,40.75,47.25,1.50%
021621,天弘中证汽车零部件主题指数发起A,2025-09-30,1.6527,1.6527,0.5,2.25,13.29,33.23,28.72,42.31,,,41,65.27,1.00%
005245,国泰聚优价值灵活配置混合C,2025-09-30,1.9226,1.9226,1.09,4.88,8.24,25.64,34.03,42.3,36.5,23.13,43.85,92.26,0.00%
020272,万家创业板综合ETF发起式联接C,2025-09-30,1.7005,1.7005,0.52,2.39,4.61,25.65,31.14,42.3,,,35.47,70.05,0.00%
001371,富国沪港深价值混合A,2025-09-30,1.403,2.01,0.72,2.04,4.86,13.6,23.5,42.29,47.06,26.4,42,112.63,1.50%
009379,中银成长优选股票A,2025-09-30,1.1166,1.1166,0.15,0.51,7.41,39,37.53,42.28,35.86,10.73,44.86,11.66,1.50%
000935,浙商汇金转型成长,2025-09-30,1.306,1.456,2.75,3.73,5.07,38.35,41.65,42.27,43.2,32.72,44.95,40.57,1.50%
011296,汇添富优势行业一年持有混合A,2025-09-30,0.7412,0.7412,2.01,4.39,11.37,27.97,38,42.26,49.56,5.08,53.17,-25.88,1.50%
008702,华夏黄金ETF联接C,2025-09-30,1.8934,1.8934,1.06,2.46,11.26,13.51,17.97,42.26,82.73,104.8,38.54,89.34,0.00%
016581,嘉实上海金ETF发起联接A,2025-09-30,1.8268,1.8268,1.1,2.44,10.86,13.15,18.39,42.23,77.72,,37.86,82.68,1.00%
008960,长信国防军工量化混合C,2025-09-30,1.6275,1.7075,1.66,2.31,-7.19,12.38,30.92,42.22,35.4,7.69,33.67,78.45,0.00%
021712,南方周期优选混合发起C,2025-09-30,1.4229,1.4229,2.89,9.05,9.94,37.37,43.61,42.22,,,52.05,42.29,0.00%
630010,华商价值精选混合,2025-09-30,1.87,2.78,0.38,1.36,5.35,47.13,44.85,42.21,28.88,14.51,37.8,211.68,1.50%
021367,华夏创业板综合ETF发起式联接A,2025-09-30,1.5856,1.5856,0.36,2.24,5.01,26.73,33.78,42.21,,,39.52,58.56,1.00%
018391,南方上海金ETF联接A,2025-09-30,1.7933,1.7933,1.11,2.48,10.92,13.46,18.49,42.2,81.49,,37.98,79.33,1.20%
018209,富国精准医疗混合C,2025-09-30,3.4944,3.4944,1.65,2,-0.26,14.2,37.89,42.2,64.53,,58.35,46.13,0.00%
006648,汇安多因子混合A,2025-09-30,2.0409,2.0709,0.34,2.03,1.81,23.76,31.18,42.19,47.05,42.99,36.96,109.96,1.50%
013278,富国中证体育产业指数(LOF)C,2025-09-30,1.22,1.22,0.49,2.01,5.63,20.43,34.51,42.19,34.07,78.62,37.7,40.72,0.00%
020872,华夏创业板指数发起式E,2025-09-30,1.6905,1.6905,0.1,4.13,11.75,47.78,52.39,42.18,,,49.81,69.05,0.00%
012569,天弘高端制造混合C,2025-09-30,1.0876,1.0876,2.45,5.58,14.38,34.84,37.22,42.17,41.6,26.76,37.67,8.76,0.00%
017126,华宝中证港股通互联网ETF发起联接C,2025-09-30,1.4063,1.4063,1.71,3.11,11.28,20.01,22.55,42.17,67.58,,47.35,40.63,0.00%
011338,兴全合远两年持有混合A,2025-09-30,1.0279,1.0279,-0.73,-2.21,5.11,30.3,39.36,42.15,38.05,28.79,43.4,2.79,1.50%
011601,前海开源公共卫生股票A,2025-09-30,0.4995,0.4995,2.82,1.67,3.22,23.39,40.39,42.15,22.1,-1.73,58.32,-50.05,1.50%
012475,平安优质企业混合A,2025-09-30,0.9373,0.9373,0.95,2.21,5.36,39.56,44.94,49.73,45.25,22.24,45.5,-6.27,1.50%
630006,华商产业升级混合,2025-09-30,1.946,2.176,0.36,1.04,4.85,49.92,46.54,49.69,37.82,22.47,44.26,144.33,1.50%
168105,九泰泰富灵活配置混合(LOF)A,2025-09-30,1.897,1.897,1.16,4.86,12.48,31.1,29.09,49.69,44.69,13.89,29.91,89.7,1.20%
007393,上银未来生活灵活配置混合A,2025-09-30,1.7903,1.7903,0.29,3.06,6.12,29.23,41.43,49.69,70.93,62.7,44.34,79.03,1.50%
013489,广发东财大数据精选混合C,2025-09-30,1.7833,1.7833,0.56,2.14,3.13,22.3,29.19,49.67,44.58,40.87,41.36,9.87,0.00%
017184,华商嘉逸养老目标2045五年持有混合发起式(FOF),2025-09-26,1.3006,1.3006,-1.06,0.34,3.1,23.4,27.04,49.67,38.69,,34.72,30.06,1.20%
240020,华宝医药生物混合A,2025-09-30,3.671,4.571,1.86,1.24,-2.05,15.19,45.04,49.65,45.73,49.39,66.33,465.49,1.50%
001704,国投瑞银进宝灵活配置混合,2025-09-30,3.0609,3.0859,-0.53,-2.59,0.61,62.65,59.65,49.65,26.18,-21.5,60.25,213.7,1.50%
009012,平安创业板ETF联接A,2025-09-30,1.7882,1.7882,0.02,3.83,11.44,47.63,52.55,49.64,65.76,47.48,50.19,78.82,0.60%
013288,易方达优势价值一年持有混合(FOF)C,2025-09-29,1.1715,1.1715,1.82,2.54,7.63,40.1,40.55,49.62,40.7,26.2,43.13,17.15,0.00%
011177,博时汇融回报一年持有混合A,2025-09-30,0.8495,0.8495,1.96,3.77,2.93,17.61,30.21,49.61,36.14,12.09,47.56,-15.05,1.50%
021876,路博迈资源精选股票发起C,2025-09-30,1.4951,1.4951,2.17,6.24,17.95,50.41,52.11,49.6,,,63.26,49.51,0.00%
000934,国富大中华精选混合,2025-09-29,3.005,3.005,1.55,0.87,7.36,23.66,35.67,49.58,63.85,64.12,48.25,200.5,1.50%
004423,华商研究精选灵活配置A,2025-09-30,3.738,3.738,3.17,6.98,9.97,35.98,40,49.58,44.21,38.91,47.34,273.8,1.50%
017178,摩根中小盘混合C,2025-09-30,3.0232,3.0232,0.81,4.67,9.29,38.21,35.05,49.58,42.42,,41.87,16.56,0.00%
016700,渤海汇金低碳经济一年持有混合发起,2025-09-30,0.8634,0.8634,0.02,1.8,12.67,44.38,37.4,49.58,17.89,,50.86,-13.66,1.20%
021313,景顺长城沪港深精选股票C,2025-09-30,3.564,3.564,-0.53,-0.34,7.32,47.09,55.36,49.56,,,59.46,59.25,0.00%
020412,永赢中证沪深港黄金产业股票ETF发起联接C,2025-09-30,1.9108,1.9108,1.96,5.12,18.56,30.75,47.2,49.55,,,79.98,91.08,0.00%
011161,富国质量成长6个月持有混合C,2025-09-30,1.2977,1.2977,-0.05,2.56,3.94,28.5,31.96,49.54,65.63,63.09,53.25,29.77,0.00%
009223,宝盈现代服务业混合A,2025-09-30,1.3038,1.3038,1.99,1.16,1.27,20.02,37.11,49.52,61.54,53.73,63.18,30.38,1.50%
009596,泰康创新成长混合A,2025-09-30,1.3185,1.3185,0.77,1.51,9.32,41.77,38.5,49.52,52.45,48.75,48.3,31.85,1.50%
017850,交银启信混合发起A,2025-09-30,1.44,1.44,1.22,3.55,4.86,24.51,35.34,49.52,49.47,,44.06,44,1.50%
014886,长盛匠心研究混合C,2025-09-30,1.2704,1.2704,0.55,1.07,1.91,24.26,34.08,49.51,56.63,33.42,41.19,27.04,0.00%
008262,招商研究优选股票C,2025-09-30,1.8395,1.8395,0.4,2.94,8.69,41.95,50.59,49.5,82.51,72.16,49.59,83.95,0.00%
017864,财通资管博宏积极6个月持有混合发起式(FOF)A,2025-09-26,1.2649,1.2649,-1.7,1.61,7.19,27.95,28.9,49.5,32.87,,33.15,26.49,1.20%
018561,中信保诚多策略混合(LOF)C,2025-09-30,2.1186,2.1186,0.05,2.38,2.19,7.25,25.46,49.49,59.98,,38.92,71.19,0.00%
015136,工银专精特新混合C,2025-09-30,0.9996,0.9996,0.17,1.36,4.15,22.01,22.92,49.48,29.58,1.02,43.64,-0.04,0.00%
019295,博时匠心优选混合A,2025-09-30,1.5885,1.5885,2.62,7.45,15.34,43.11,53.3,49.48,,,56.46,58.85,1.50%
001068,国新国证新锐A,2025-09-30,1.689,1.689,3.75,6.49,-1.92,20.73,21.42,49.47,34.9,68.06,39.47,68.9,1.20%
003413,华泰柏瑞新经济沪港深混合A,2025-09-30,1.8078,1.8078,1.79,5.43,3.49,16.56,21.3,49.47,44.29,35.67,49.21,80.78,1.50%
006905,泰康产业升级混合C,2025-09-30,2.3711,2.5391,0.85,1.96,9.68,40.89,38.05,49.47,51.4,49.42,48.75,159.76,0.00%
011447,长江新能源产业混合发起C,2025-09-30,1.5761,1.5761,1.27,1.17,3.24,43.67,46.64,49.46,47,20.79,54.11,57.61,0.00%
007689,国投瑞银新能源混合A,2025-09-30,2.1934,2.2634,-0.44,-2.33,1.74,63.03,59.94,49.45,26.57,-22.28,60.76,133.93,1.50%
008422,国联研发创新混合A,2025-09-30,1.5278,1.5278,-0.91,-4.4,1.42,52.9,46.93,49.45,45.15,38.94,53.59,52.78,1.50%
015688,九泰泰富灵活配置混合(LOF)C,2025-09-30,1.8892,1.8892,1.16,4.86,12.47,31.06,29,49.45,44.21,13.42,29.77,12.11,0.00%
017434,华宝中证沪港深新消费指数A,2025-09-30,1.5174,1.5174,1.07,3.36,10.57,17.95,21.21,49.44,78.98,,42.84,51.74,1.00%
011957,鹏华新能源精选混合C,2025-09-30,1.1699,1.1699,1.71,8.49,21.75,48.5,48.65,49.43,55.1,22.76,48.73,16.99,0.00%
161613,融通创业板指数A,2025-09-30,1.167,2.779,-0.26,3.37,10.93,47.16,52.15,49.42,62.31,37.62,50.19,270.33,1.20%
012809,鹏华中证沪港深科技龙头指数(LOF)C,2025-09-30,1.1822,1.1822,1.05,2.65,9.91,30.27,27.53,49.42,68.86,74.99,46.78,18.22,0.00%
013693,博道盛兴一年持有期混合,2025-09-30,1.5375,1.5375,2.47,4.83,9.84,26.48,33.09,49.42,67.98,74.87,49.77,53.75,1.50%
018949,东方红睿华沪港深混合(LOF)C,2025-09-30,1.8171,1.8171,1.53,4.23,6.47,32.92,43.62,49.42,51.45,,50.15,34.22,0.00%
006274,圆信永丰医药健康A,2025-09-30,2.3318,2.3318,0.91,1.76,-2.86,10.59,24.3,49.41,41.07,77.92,38.07,133.18,1.50%
013392,广发港股通优质增长混合C,2025-09-30,1.4965,1.4965,1.38,5.17,13.27,29.68,39.59,49.4,40.04,40,60.36,-2.58,0.00%
002885,大摩万众创新混合A,2025-09-30,0.9097,0.9097,3.34,4.6,-0.54,15.05,30.24,49.38,12.7,-12.91,40.41,-9.03,1.50%
018865,泓德数字经济混合发起式A,2025-09-30,1.4626,1.4626,0.56,2.7,1.72,17.23,29.03,49.38,48.99,,34.02,46.26,1.50%
001325,鹏华弘和混合A,2025-09-30,1.6077,1.8207,-0.07,0.34,3.9,23.56,40.42,49.37,33.81,37.96,55.48,91.29,1.50%
001071,华安媒体互联网混合A,2025-09-30,4.197,4.197,0.89,3.07,2.19,31.73,37.29,49.36,52.29,56.2,38.38,319.7,1.50%
013145,浙商汇金先进制造混合,2025-09-30,1.0824,2.4084,-0.57,-0.92,4.24,39.92,41.23,49.36,52.97,36.82,38.59,2.65,1.50%
017551,南方景气前瞻混合A,2025-09-30,1.3795,1.3795,-0.11,1.72,13.11,42.53,47.07,49.36,53.35,,53.5,37.95,1.50%
017095,易方达中证1000量化增强C,2025-09-30,1.3979,1.3979,0.95,2.63,3.04,23.65,30.54,49.35,48.54,,39.36,39.79,0.00%
012688,长安成长优选混合A,2025-09-30,0.7807,0.7807,-0.51,-1.56,9.53,31.59,26.16,45.49,39.21,20.05,44.33,-21.93,1.50%
020335,华夏中证大数据产业ETF发起式联接A,2025-09-30,1.6576,1.6576,0.99,3.14,2.09,21.64,16.22,45.49,,,26.07,65.76,1.20%
001028,华安物联网主题股票A,2025-09-30,1.577,1.577,1.22,4.64,9.67,34.67,35.6,45.48,47.94,39.07,38.09,57.7,1.50%
011630,东财有色增强A,2025-09-30,1.9035,1.9035,3.64,11.11,12.18,42.77,47.99,45.48,63,50.75,63.36,90.35,1.50%
005288,海富通创业板增强A,2025-09-30,1.743,2.0326,0.44,2.99,6.99,30.49,38.34,45.46,45.75,34.47,45.44,119.17,1.50%
011323,国泰智能汽车股票C,2025-09-30,2.5309,2.5309,0.66,3.2,21.24,39.37,31.34,45.45,25.42,12.24,48.96,-0.32,0.00%
016199,汇添富全球汽车产业升级混合(QDII)人民币A,2025-09-29,1.5694,1.5694,0.69,0.4,7.65,16.24,22.31,45.45,36.49,57.51,33.84,56.94,1.60%
019328,国泰金盛回报混合A,2025-09-30,1.5536,1.5536,0.84,2.83,6.56,26.65,37.52,45.45,,,50.73,55.36,1.50%
017653,创金合信全球芯片产业股票发起(QDII)A,2025-09-29,1.775,1.775,1.82,1.95,13.01,29.75,27.69,45.44,80.28,,36.32,77.5,1.50%
013514,长安先进制造混合C,2025-09-30,0.8269,0.8269,-0.57,-1.52,8.67,32.49,26.69,45.43,42.96,27.67,44.11,-17.31,0.00%
021981,安联中国精选混合A,2025-09-30,1.8162,1.8162,2.58,2.04,7.29,50.06,45.59,45.4,,,53.65,81.62,1.50%
009034,建信上海金ETF联接C,2025-09-30,2.0226,2.0226,1.16,2.57,11.39,13.98,19.38,45.39,88.48,114.6,40.37,102.26,0.00%
011147,创金合信气候变化责任投资股票C,2025-09-30,1.4758,1.4758,1.58,3.81,17.11,43.5,42.73,45.37,57.97,27.09,43.11,47.58,0.00%
000218,国泰黄金ETF联接A,2025-09-30,3.1597,3.1597,1.04,2.45,11.45,13.85,19.14,45.34,91.58,119.16,41.06,215.97,0.70%
012209,华夏港股前沿经济混合(QDII)C,2025-09-29,0.8261,0.8261,1.56,-0.79,0.71,8.85,15.99,45.34,44.9,36.41,41.65,-17.39,0.00%
017961,招商趋势领航混合C,2025-09-30,1.4864,1.4864,0.73,3.27,9.33,40.2,48.52,45.33,68.55,,46.56,48.64,0.00%
006614,嘉实港股通新经济指数C,2025-09-30,1.323,1.323,1.89,4.03,12.25,21.37,20.2,45.32,68.28,74.15,46.74,32.3,0.00%
016257,华宝动力组合混合C,2025-09-30,3.6968,3.6968,-0.53,4.05,10.56,44.92,34.19,45.31,49,31.72,43.38,22.68,0.00%
016622,平安盈诚积极配置6个月持有混合(FOF)C,2025-09-26,1.1375,1.1375,-1.97,0.02,2.48,26.46,25.48,45.31,23.09,,35.1,13.75,0.00%
011277,上银科技驱动双周定期可赎回混合A,2025-09-30,0.5321,0.5321,-0.09,1.06,5.26,38.93,44.71,45.3,42.85,-20.19,46.42,-46.79,1.50%
011937,华夏阿尔法精选混合C,2025-09-30,1.037,1.037,1.26,1.5,12.75,39.46,36.16,45.3,55.43,37.02,33.57,3.7,0.00%
007945,景顺长城改革机遇灵活配置C,2025-09-30,1.864,1.864,1.14,4.78,4.48,21.51,20.57,45.28,44.38,55.98,39.42,82.03,0.00%
013774,易方达趋势优选混合A,2025-09-30,1.0629,1.0629,1.7,4.04,13.28,32.66,36.18,45.26,41.47,17.46,43.09,6.29,1.50%
016624,银华卓信成长精选混合C,2025-09-30,1.0153,1.0153,-0.88,-1,4.8,49.16,56.03,45.25,44.44,,60.29,1.53,0.00%
008359,华安医疗创新混合A,2025-09-30,1.3722,1.3722,1.64,0.84,-4.22,22.67,42.97,45.25,40.16,41.9,64.93,37.22,1.50%
501054,东方红睿泽三年持有混合A,2025-09-30,1.3464,1.6464,-1.09,-0.51,8.99,53.77,52.43,45.23,35.82,19.52,52.74,60.91,1.50%
019986,蜂巢趋势臻选混合C,2025-09-30,1.5921,1.5921,1.95,5.33,12.09,42.2,39.92,45.22,,,42.05,59.21,0.00%
013949,交银科锐科技创新混合C,2025-09-30,1.658,1.658,0.61,4.18,15.2,37.46,43.31,45.21,39.81,29.25,48.86,8.84,0.00%
163209,诺安创业板指数增强(LOF)A,2025-09-30,2.2529,1.8968,-0.15,3.24,9.49,47.29,52.35,45.2,56.09,37.88,48.76,77.57,1.20%
110001,易方达平稳增长混合,2025-09-30,6.389,7.734,0.44,3.26,11.72,39.04,45.3,45.2,45.8,30.84,47.01,1558.97,1.50%
013680,华安品质甄选混合A,2025-09-30,1.2629,1.2629,2.15,5.03,7.47,32.32,33.22,45.18,42.01,33.54,45.24,26.29,1.50%
005037,银华新能源新材料A,2025-09-30,1.5525,1.8155,2.08,8.72,22.16,46.61,47.07,45.13,38.67,-0.05,49.01,82.33,1.50%
501311,嘉实港股通新经济指数A,2025-09-30,1.351,1.351,1.89,4.04,12.28,21.49,20.42,45.13,68.64,75.2,47.06,35.1,1.00%
006230,鹏华研究驱动混合,2025-09-30,2.2151,2.2151,1.51,4.35,7.23,36.42,42.96,45.1,48.12,12.36,49.77,121.51,1.50%
015054,摩根尚睿混合(FOF)C,2025-09-26,1.5127,1.5127,-1.37,0.5,4.21,22.24,22.28,45.1,31.07,25.34,29.01,7.49,0.00%
000742,国泰新经济灵活配置混合A,2025-09-30,3.015,3.921,0.5,5.02,11.42,46.64,42.02,45.09,53.59,15.83,35.08,406.06,1.50%
005616,东方量化成长灵活配置混合A,2025-09-30,1.6278,2.0218,0.33,1.07,3.08,15.41,25.52,45.09,47.09,60.72,37.12,119.59,1.50%
021358,东财互联网E,2025-09-30,0.984,0.984,1.19,4.02,7.67,20.35,20.77,45.09,,,39.18,66.1,0.00%
014328,格林新兴产业混合C,2025-09-30,1.5747,1.5747,0.76,3.36,16.61,40.09,40.21,45.08,50.4,50.39,47.32,57.47,0.00%
019246,鹏华易诚积极3个月持有期混合(FOF)C,2025-09-26,1.5812,1.5812,-1.75,2.01,7.73,29.63,32.02,45.08,,,35.84,58.12,0.00%
016515,申万菱信智能生活量化选股混合型发起式A,2025-09-30,1.5441,1.5441,0.39,2.5,0.32,13.75,23.15,45.07,52.29,,30.71,54.41,1.50%
018848,中海信息产业混合C,2025-09-30,1.3657,1.3657,0.64,-0.52,4.36,33.46,29.41,45.07,22,,31.74,12.05,0.00%
020336,华夏中证大数据产业ETF发起式联接C,2025-09-30,1.6494,1.6494,1.0,3.14,2.06,21.55,16.05,45.07,,,25.79,64.94,0.00%
009394,银华同力精选混合,2025-09-30,1.2371,1.2371,2.13,5.38,18.2,32.68,35.04,45.05,39.36,43,60.52,23.71,1.50%
011631,东财有色增强C,2025-09-30,1.8778,1.8778,3.64,11.1,12.15,42.66,47.78,45.05,62.02,49.4,63,87.78,0.00%
015091,易方达优势长兴三个月持有混合(FOF)C,2025-09-29,1.2023,1.2023,1.76,3.02,5.99,35.58,35.18,45.05,36.28,23.64,38.37,20.23,0.00%
003053,嘉实文体娱乐股票A,2025-09-30,2.364,2.364,0.55,3.05,6.53,24.29,22.74,45.03,33.86,63.6,33.71,136.4,1.50%
020735,东财有色增强E,2025-09-30,1.8947,1.8947,3.64,11.09,12.14,42.65,47.76,45.03,,,62.98,78.36,0.00%
014826,汇泉兴至未来一年持有混合C,2025-09-30,0.9993,0.9993,2.01,3.77,12.09,48.59,52.1,45.02,40.65,16.39,56.63,-0.07,0.00%
